Chromosome,Type,Start,End,Strand,ID,Alias,Name,Derivation
chr19,miRNA_primary_transcript,24942235,24942303,-,MI0014047,MI0014047,mmu-mir-3084-1,NA
chr19,miRNA,24942276,24942297,-,MIMAT0014876,MIMAT0014876,mmu-miR-3084-5p,MI0014047
chr19,miRNA,24942240,24942260,-,MIMAT0014877,MIMAT0014877,mmu-miR-3084-3p,MI0014047
chr19,miRNA_primary_transcript,29135279,29135375,+,MI0000649,MI0000649,mmu-mir-101b,NA
chr19,miRNA,29135302,29135324,+,MIMAT0017046,MIMAT0017046,mmu-miR-101b-5p,MI0000649
chr19,miRNA,29135338,29135356,+,MIMAT0000616,MIMAT0000616,mmu-miR-101b-3p,MI0000649
chr19,miRNA_primary_transcript,33157112,33157201,+,MI0016980,MI0016980,mmu-mir-3970,NA
chr19,miRNA,33157122,33157141,+,MIMAT0019355,MIMAT0019355,mmu-miR-3970,MI0016980
chr19,miRNA_primary_transcript,34820687,34820773,-,MI0000684,MI0000684,mmu-mir-107,NA
chr19,miRNA,34820737,34820759,-,MIMAT0017048,MIMAT0017048,mmu-miR-107-5p,MI0000684
chr19,miRNA,34820700,34820722,-,MIMAT0000647,MIMAT0000647,mmu-miR-107-3p,MI0000684
chr19,miRNA_primary_transcript,34965396,34965469,+,MI0009941,MI0009941,mmu-mir-1950,NA
chr19,miRNA,34965402,34965423,+,MIMAT0009417,MIMAT0009417,mmu-miR-1950,MI0009941
chr19,miRNA_primary_transcript,40894703,40894789,+,MI0026019,MI0026019,mmu-mir-8092,NA
chr19,miRNA,40894754,40894774,+,MIMAT0031393,MIMAT0031393,mmu-miR-8092,MI0026019
chr19,miRNA_primary_transcript,41588651,41588789,+,MI0026018,MI0026018,mmu-mir-8091,NA
chr19,miRNA,41588691,41588712,+,MIMAT0031392,MIMAT0031392,mmu-miR-8091,MI0026018
chr19,miRNA_primary_transcript,42280082,42280170,-,MI0014048,MI0014048,mmu-mir-3085,NA
chr19,miRNA,42280131,42280155,-,MIMAT0014878,MIMAT0014878,mmu-miR-3085-5p,MI0014048
chr19,miRNA,42280095,42280115,-,MIMAT0014879,MIMAT0014879,mmu-miR-3085-3p,MI0014048
chr19,miRNA_primary_transcript,44303171,44303231,+,MI0018023,MI0018023,mmu-mir-5114,NA
chr19,miRNA,44303171,44303192,+,MIMAT0020622,MIMAT0020622,mmu-miR-5114,MI0018023
chr19,miRNA_primary_transcript,44808406,44808529,+,MI0021941,MI0021941,mmu-mir-6405,NA
chr19,miRNA,44808501,44808523,+,MIMAT0025157,MIMAT0025157,mmu-miR-6405,MI0021941
chr19,miRNA_primary_transcript,46342762,46342870,+,MI0004665,MI0004665,mmu-mir-146b,NA
chr19,miRNA,46342790,46342811,+,MIMAT0003475,MIMAT0003475,mmu-miR-146b-5p,MI0004665
chr19,miRNA,46342828,46342849,+,MIMAT0004826,MIMAT0004826,mmu-miR-146b-3p,MI0004665
chr19,miRNA_primary_transcript,47273519,47273589,-,MI0022843,MI0022843,mmu-mir-6995,NA
chr19,miRNA,47273562,47273584,-,MIMAT0027892,MIMAT0027892,mmu-miR-6995-5p,MI0022843
chr19,miRNA,47273519,47273539,-,MIMAT0027893,MIMAT0027893,mmu-miR-6995-3p,MI0022843
chr19,miRNA_primary_transcript,47755022,47755157,-,MI0026017,MI0026017,mmu-mir-8090,NA
chr19,miRNA,47755062,47755081,-,MIMAT0031391,MIMAT0031391,mmu-miR-8090,MI0026017
chr19,miRNA_primary_transcript,53010656,53010756,-,MI0021944,MI0021944,mmu-mir-6407,NA
chr19,miRNA,53010679,53010701,-,MIMAT0025160,MIMAT0025160,mmu-miR-6407,MI0021944
chr19,miRNA_primary_transcript,55192678,55192734,+,MI0025026,MI0025026,mmu-mir-6715,NA
chr19,miRNA,55192678,55192700,+,MIMAT0029876,MIMAT0029876,mmu-miR-6715-5p,MI0025026
chr19,miRNA,55192714,55192734,+,MIMAT0029877,MIMAT0029877,mmu-miR-6715-3p,MI0025026
chr19,miRNA_primary_transcript,58051167,58051236,+,MI0019191,MI0019191,mmu-mir-5623,NA
chr19,miRNA,58051167,58051190,+,MIMAT0022373,MIMAT0022373,mmu-miR-5623-5p,MI0019191
chr19,miRNA,58051215,58051236,+,MIMAT0022374,MIMAT0022374,mmu-miR-5623-3p,MI0019191
chr19,miRNA_primary_transcript,58911673,58911759,-,MI0014049,MI0014049,mmu-mir-3086,NA
chr19,miRNA,58911725,58911744,-,MIMAT0014880,MIMAT0014880,mmu-miR-3086-5p,MI0014049
chr19,miRNA,58911686,58911707,-,MIMAT0014881,MIMAT0014881,mmu-miR-3086-3p,MI0014049
chr19,miRNA_primary_transcript,60774329,60774397,-,MI0020958,MI0020958,mmu-mir-3084-2,NA
chr19,miRNA,60774370,60774391,-,MIMAT0014876_1,MIMAT0014876,mmu-miR-3084-5p,MI0020958
chr19,miRNA,60774334,60774354,-,MIMAT0014877_1,MIMAT0014877,mmu-miR-3084-3p,MI0020958
chr2,miRNA_primary_transcript,10466663,10466746,+,MI0014050,MI0014050,mmu-mir-466m,NA
chr2,miRNA,10466677,10466699,+,MIMAT0014882,MIMAT0014882,mmu-miR-466m-5p,MI0014050
chr2,miRNA,10466713,10466734,+,MIMAT0014883,MIMAT0014883,mmu-miR-466m-3p,MI0014050
chr2,miRNA_primary_transcript,10466944,10467037,+,MI0005507,MI0005507,mmu-mir-466f-1,NA
chr2,miRNA,10466954,10466975,+,MIMAT0004881,MIMAT0004881,mmu-miR-466f-5p,MI0005507
chr2,miRNA,10466998,10467018,+,MIMAT0004882,MIMAT0004882,mmu-miR-466f-3p,MI0005507
chr2,miRNA_primary_transcript,10467229,10467349,+,MI0006287,MI0006287,mmu-mir-669f,NA
chr2,miRNA,10467248,10467271,+,MIMAT0017327,MIMAT0017327,mmu-miR-669f-5p,MI0006287
chr2,miRNA,10467285,10467307,+,MIMAT0005839,MIMAT0005839,mmu-miR-669f-3p,MI0006287
chr2,miRNA_primary_transcript,10467495,10467613,+,MI0006300,MI0006300,mmu-mir-669e,NA
chr2,miRNA,10467537,10467558,+,MIMAT0005853,MIMAT0005853,mmu-miR-669e-5p,MI0006300
chr2,miRNA,10467574,10467594,+,MIMAT0017330,MIMAT0017330,mmu-miR-669e-3p,MI0006300
chr2,miRNA_primary_transcript,10467790,10467886,+,MI0004666,MI0004666,mmu-mir-669b,NA
chr2,miRNA,10467814,10467835,+,MIMAT0003476,MIMAT0003476,mmu-miR-669b-5p,MI0004666
chr2,miRNA,10467851,10467873,+,MIMAT0017250,MIMAT0017250,mmu-miR-669b-3p,MI0004666
chr2,miRNA_primary_transcript,10468343,10468463,+,MI0006281,MI0006281,mmu-mir-669d,NA
chr2,miRNA,10468384,10468405,+,MIMAT0005833,MIMAT0005833,mmu-miR-669d-5p,MI0006281
chr2,miRNA,10468423,10468443,+,MIMAT0017324,MIMAT0017324,mmu-miR-669d-3p,MI0006281
chr2,miRNA_primary_transcript,10468675,10468768,+,MI0005508,MI0005508,mmu-mir-466f-2,NA
chr2,miRNA,10468685,10468706,+,MIMAT0004881_1,MIMAT0004881,mmu-miR-466f-5p,MI0005508
chr2,miRNA,10468729,10468749,+,MIMAT0004882_1,MIMAT0004882,mmu-miR-466f-3p,MI0005508
chr2,miRNA_primary_transcript,10468971,10469068,+,MI0009942,MI0009942,mmu-mir-669l,NA
chr2,miRNA,10468989,10469010,+,MIMAT0009418,MIMAT0009418,mmu-miR-669l-5p,MI0009942
chr2,miRNA,10469027,10469048,+,MIMAT0017345,MIMAT0017345,mmu-miR-669l-3p,MI0009942
chr2,miRNA_primary_transcript,10471644,10471729,+,MI0014051,MI0014051,mmu-mir-669d-2,NA
chr2,miRNA,10471658,10471679,+,MIMAT0005833_1,MIMAT0005833,mmu-miR-669d-5p,MI0014051
chr2,miRNA,10471696,10471717,+,MIMAT0014884,MIMAT0014884,mmu-miR-669d-2-3p,MI0014051
chr2,miRNA_primary_transcript,10471953,10472046,+,MI0005509,MI0005509,mmu-mir-466f-3,NA
chr2,miRNA,10471963,10471984,+,MIMAT0004881_2,MIMAT0004881,mmu-miR-466f-5p,MI0005509
chr2,miRNA,10472007,10472027,+,MIMAT0004882_2,MIMAT0004882,mmu-miR-466f-3p,MI0005509
chr2,miRNA_primary_transcript,10472254,10472343,+,MI0000397,MI0000397,mmu-mir-297a-2,NA
chr2,miRNA,10472264,10472285,+,MIMAT0000375,MIMAT0000375,mmu-miR-297a-5p,MI0000397
chr2,miRNA_primary_transcript,10472540,10472623,+,MI0014052,MI0014052,mmu-mir-466o,NA
chr2,miRNA,10472553,10472574,+,MIMAT0014885,MIMAT0014885,mmu-miR-466o-5p,MI0014052
chr2,miRNA,10472589,10472610,+,MIMAT0014886,MIMAT0014886,mmu-miR-466o-3p,MI0014052
chr2,miRNA_primary_transcript,10473931,10474027,+,MI0005512,MI0005512,mmu-mir-467c,NA
chr2,miRNA,10473941,10473962,+,MIMAT0004885,MIMAT0004885,mmu-miR-467c-5p,MI0005512
chr2,miRNA,10473977,10473998,+,MIMAT0017275,MIMAT0017275,mmu-miR-467c-3p,MI0005512
chr2,miRNA_primary_transcript,10474219,10474300,+,MI0005502,MI0005502,mmu-mir-466b-1,NA
chr2,miRNA,10474228,10474249,+,MIMAT0004875,MIMAT0004875,mmu-miR-466b-5p,MI0005502
chr2,miRNA,10474269,10474290,+,MIMAT0004876,MIMAT0004876,mmu-miR-466b-3p,MI0005502
chr2,miRNA_primary_transcript,10474433,10474541,+,MI0004668,MI0004668,mmu-mir-669a-3,NA
chr2,miRNA,10474460,10474483,+,MIMAT0003477,MIMAT0003477,mmu-miR-669a-5p,MI0004668
chr2,miRNA,10474496,10474518,+,MIMAT0017251,MIMAT0017251,mmu-miR-669a-3-3p,MI0004668
chr2,miRNA_primary_transcript,10475300,10475426,+,MI0006279,MI0006279,mmu-mir-669k,NA
chr2,miRNA,10475318,10475342,+,MIMAT0017323,MIMAT0017323,mmu-miR-669k-5p,MI0006279
chr2,miRNA,10475364,10475384,+,MIMAT0005831,MIMAT0005831,mmu-miR-669k-3p,MI0006279
chr2,miRNA_primary_transcript,10476346,10476418,+,MI0002402,MI0002402,mmu-mir-467a-1,NA
chr2,miRNA,10476355,10476376,+,MIMAT0003409,MIMAT0003409,mmu-miR-467a-5p,MI0002402
chr2,miRNA,10476390,10476411,+,MIMAT0002108,MIMAT0002108,mmu-miR-467a-3p,MI0002402
chr2,miRNA_primary_transcript,10476628,10476713,+,MI0014112,MI0014112,mmu-mir-466b-8,NA
chr2,miRNA,10476640,10476661,+,MIMAT0004875_1,MIMAT0004875,mmu-miR-466b-5p,MI0014112
chr2,miRNA,10476681,10476702,+,MIMAT0004876_1,MIMAT0004876,mmu-miR-466b-3p,MI0014112
chr2,miRNA_primary_transcript,10476853,10476949,+,MI0004523,MI0004523,mmu-mir-669a-1,NA
chr2,miRNA,10476872,10476895,+,MIMAT0003477_1,MIMAT0003477,mmu-miR-669a-5p,MI0004523
chr2,miRNA,10476908,10476930,+,MIMAT0017243,MIMAT0017243,mmu-miR-669a-3p,MI0004523
chr2,miRNA_primary_transcript,10477150,10477272,+,MI0006280,MI0006280,mmu-mir-669g,NA
chr2,miRNA,10477170,10477192,+,MIMAT0005832,MIMAT0005832,mmu-miR-669g,MI0006280
chr2,miRNA_primary_transcript,10477910,10478030,+,MI0006286,MI0006286,mmu-mir-669j,NA
chr2,miRNA,10477989,10478010,+,MIMAT0005838,MIMAT0005838,mmu-miR-669j,MI0006286
chr2,miRNA_primary_transcript,10478798,10478880,+,MI0014053,MI0014053,mmu-mir-467a-2,NA
chr2,miRNA,10478812,10478833,+,MIMAT0003409_1,MIMAT0003409,mmu-miR-467a-5p,MI0014053
chr2,miRNA,10478847,10478868,+,MIMAT0002108_1,MIMAT0002108,mmu-miR-467a-3p,MI0014053
chr2,miRNA_primary_transcript,10479088,10479171,+,MI0005506,MI0005506,mmu-mir-466e,NA
chr2,miRNA,10479099,10479120,+,MIMAT0004879,MIMAT0004879,mmu-miR-466e-5p,MI0005506
chr2,miRNA,10479138,10479160,+,MIMAT0004880,MIMAT0004880,mmu-miR-466e-3p,MI0005506
chr2,miRNA_primary_transcript,10479315,10479401,+,MI0014054,MI0014054,mmu-mir-669a-4,NA
chr2,miRNA,10479330,10479353,+,MIMAT0003477_2,MIMAT0003477,mmu-miR-669a-5p,MI0014054
chr2,miRNA,10479366,10479388,+,MIMAT0017243_1,MIMAT0017243,mmu-miR-669a-3p,MI0014054
chr2,miRNA_primary_transcript,10481248,10481320,+,MI0004671,MI0004671,mmu-mir-467b,NA
chr2,miRNA,10481256,10481276,+,MIMAT0005448,MIMAT0005448,mmu-miR-467b-5p,MI0004671
chr2,miRNA,10481293,10481314,+,MIMAT0003478,MIMAT0003478,mmu-miR-467b-3p,MI0004671
chr2,miRNA_primary_transcript,10481534,10481617,+,MI0005505,MI0005505,mmu-mir-466c-1,NA
chr2,miRNA,10481544,10481567,+,MIMAT0004877,MIMAT0004877,mmu-miR-466c-5p,MI0005505
chr2,miRNA,10481585,10481606,+,MIMAT0004878,MIMAT0004878,mmu-miR-466c-3p,MI0005505
chr2,miRNA_primary_transcript,10481761,10481847,+,MI0014055,MI0014055,mmu-mir-669a-5,NA
chr2,miRNA,10481776,10481799,+,MIMAT0003477_3,MIMAT0003477,mmu-miR-669a-5p,MI0014055
chr2,miRNA,10481812,10481834,+,MIMAT0017243_2,MIMAT0017243,mmu-miR-669a-3p,MI0014055
chr2,miRNA_primary_transcript,10483678,10483760,+,MI0014056,MI0014056,mmu-mir-467a-3,NA
chr2,miRNA,10483692,10483713,+,MIMAT0003409_2,MIMAT0003409,mmu-miR-467a-5p,MI0014056
chr2,miRNA,10483727,10483748,+,MIMAT0002108_2,MIMAT0002108,mmu-miR-467a-3p,MI0014056
chr2,miRNA_primary_transcript,10483966,10484055,+,MI0014057,MI0014057,mmu-mir-466c-2,NA
chr2,miRNA,10483979,10484002,+,MIMAT0004877_1,MIMAT0004877,mmu-miR-466c-5p,MI0014057
chr2,miRNA,10484020,10484041,+,MIMAT0004878_1,MIMAT0004878,mmu-miR-466c-3p,MI0014057
chr2,miRNA_primary_transcript,10484196,10484282,+,MI0014058,MI0014058,mmu-mir-669a-6,NA
chr2,miRNA,10484211,10484234,+,MIMAT0003477_4,MIMAT0003477,mmu-miR-669a-5p,MI0014058
chr2,miRNA,10484247,10484269,+,MIMAT0017243_3,MIMAT0017243,mmu-miR-669a-3p,MI0014058
chr2,miRNA_primary_transcript,10486135,10486217,+,MI0014059,MI0014059,mmu-mir-467a-4,NA
chr2,miRNA,10486149,10486170,+,MIMAT0003409_3,MIMAT0003409,mmu-miR-467a-5p,MI0014059
chr2,miRNA,10486184,10486205,+,MIMAT0002108_3,MIMAT0002108,mmu-miR-467a-3p,MI0014059
chr2,miRNA_primary_transcript,10486423,10486512,+,MI0014060,MI0014060,mmu-mir-466b-4,NA
chr2,miRNA,10486436,10486457,+,MIMAT0004875_2,MIMAT0004875,mmu-miR-466b-5p,MI0014060
chr2,miRNA,10486477,10486498,+,MIMAT0004876_2,MIMAT0004876,mmu-miR-466b-3p,MI0014060
chr2,miRNA_primary_transcript,10486653,10486739,+,MI0014061,MI0014061,mmu-mir-669a-7,NA
chr2,miRNA,10486668,10486691,+,MIMAT0003477_5,MIMAT0003477,mmu-miR-669a-5p,MI0014061
chr2,miRNA,10486704,10486726,+,MIMAT0017243_4,MIMAT0017243,mmu-miR-669a-3p,MI0014061
chr2,miRNA_primary_transcript,10488599,10488681,+,MI0014062,MI0014062,mmu-mir-467a-5,NA
chr2,miRNA,10488613,10488634,+,MIMAT0003409_4,MIMAT0003409,mmu-miR-467a-5p,MI0014062
chr2,miRNA,10488648,10488669,+,MIMAT0002108_4,MIMAT0002108,mmu-miR-467a-3p,MI0014062
chr2,miRNA_primary_transcript,10488887,10488974,+,MI0014063,MI0014063,mmu-mir-466b-5,NA
chr2,miRNA,10488898,10488919,+,MIMAT0004875_3,MIMAT0004875,mmu-miR-466b-5p,MI0014063
chr2,miRNA,10488939,10488960,+,MIMAT0004876_3,MIMAT0004876,mmu-miR-466b-3p,MI0014063
chr2,miRNA_primary_transcript,10489116,10489202,+,MI0014064,MI0014064,mmu-mir-669p-1,NA
chr2,miRNA,10489130,10489153,+,MIMAT0014889,MIMAT0014889,mmu-miR-669p-5p,MI0014064
chr2,miRNA,10489167,10489190,+,MIMAT0014890,MIMAT0014890,mmu-miR-669p-3p,MI0014064
chr2,miRNA_primary_transcript,10491048,10491130,+,MI0014065,MI0014065,mmu-mir-467a-6,NA
chr2,miRNA,10491062,10491083,+,MIMAT0003409_5,MIMAT0003409,mmu-miR-467a-5p,MI0014065
chr2,miRNA,10491097,10491118,+,MIMAT0002108_5,MIMAT0002108,mmu-miR-467a-3p,MI0014065
chr2,miRNA_primary_transcript,10491336,10491425,+,MI0031753,MI0031753,mmu-mir-466c-3,NA
chr2,miRNA,10491349,10491372,+,MIMAT0004877_2,MIMAT0004877,mmu-miR-466c-5p,MI0031753
chr2,miRNA,10491390,10491411,+,MIMAT0004878_2,MIMAT0004878,mmu-miR-466c-3p,MI0031753
chr2,miRNA_primary_transcript,10491566,10491652,+,MI0014066,MI0014066,mmu-mir-669a-8,NA
chr2,miRNA,10491581,10491604,+,MIMAT0003477_6,MIMAT0003477,mmu-miR-669a-5p,MI0014066
chr2,miRNA,10491617,10491639,+,MIMAT0017243_5,MIMAT0017243,mmu-miR-669a-3p,MI0014066
chr2,miRNA_primary_transcript,10493510,10493592,+,MI0014069,MI0014069,mmu-mir-467a-7,NA
chr2,miRNA,10493524,10493545,+,MIMAT0003409_6,MIMAT0003409,mmu-miR-467a-5p,MI0014069
chr2,miRNA,10493559,10493580,+,MIMAT0002108_6,MIMAT0002108,mmu-miR-467a-3p,MI0014069
chr2,miRNA_primary_transcript,10493798,10493887,+,MI0014067,MI0014067,mmu-mir-466b-6,NA
chr2,miRNA,10493811,10493832,+,MIMAT0004875_4,MIMAT0004875,mmu-miR-466b-5p,MI0014067
chr2,miRNA,10493852,10493873,+,MIMAT0004876_4,MIMAT0004876,mmu-miR-466b-3p,MI0014067
chr2,miRNA_primary_transcript,10494028,10494114,+,MI0014068,MI0014068,mmu-mir-669a-9,NA
chr2,miRNA,10494043,10494066,+,MIMAT0003477_7,MIMAT0003477,mmu-miR-669a-5p,MI0014068
chr2,miRNA,10494079,10494101,+,MIMAT0017243_6,MIMAT0017243,mmu-miR-669a-3p,MI0014068
chr2,miRNA_primary_transcript,10495980,10496062,+,MI0014072,MI0014072,mmu-mir-467a-8,NA
chr2,miRNA,10495994,10496015,+,MIMAT0003409_7,MIMAT0003409,mmu-miR-467a-5p,MI0014072
chr2,miRNA,10496029,10496050,+,MIMAT0002108_7,MIMAT0002108,mmu-miR-467a-3p,MI0014072
chr2,miRNA_primary_transcript,10496268,10496355,+,MI0014070,MI0014070,mmu-mir-466b-7,NA
chr2,miRNA,10496279,10496300,+,MIMAT0004875_5,MIMAT0004875,mmu-miR-466b-5p,MI0014070
chr2,miRNA,10496320,10496341,+,MIMAT0004876_5,MIMAT0004876,mmu-miR-466b-3p,MI0014070
chr2,miRNA_primary_transcript,10496497,10496583,+,MI0014071,MI0014071,mmu-mir-669p-2,NA
chr2,miRNA,10496511,10496534,+,MIMAT0014889_1,MIMAT0014889,mmu-miR-669p-5p,MI0014071
chr2,miRNA,10496548,10496571,+,MIMAT0014890_1,MIMAT0014890,mmu-miR-669p-3p,MI0014071
chr2,miRNA_primary_transcript,10498393,10498475,+,MI0014074,MI0014074,mmu-mir-467a-9,NA
chr2,miRNA,10498407,10498428,+,MIMAT0003409_8,MIMAT0003409,mmu-miR-467a-5p,MI0014074
chr2,miRNA,10498442,10498463,+,MIMAT0002108_8,MIMAT0002108,mmu-miR-467a-3p,MI0014074
chr2,miRNA_primary_transcript,10498685,10498766,+,MI0005503,MI0005503,mmu-mir-466b-2,NA
chr2,miRNA,10498694,10498715,+,MIMAT0004875_6,MIMAT0004875,mmu-miR-466b-5p,MI0005503
chr2,miRNA,10498735,10498756,+,MIMAT0004876_6,MIMAT0004876,mmu-miR-466b-3p,MI0005503
chr2,miRNA_primary_transcript,10498911,10498997,+,MI0014073,MI0014073,mmu-mir-669a-10,NA
chr2,miRNA,10498926,10498949,+,MIMAT0003477_8,MIMAT0003477,mmu-miR-669a-5p,MI0014073
chr2,miRNA,10498962,10498984,+,MIMAT0017243_7,MIMAT0017243,mmu-miR-669a-3p,MI0014073
chr2,miRNA_primary_transcript,10501339,10501425,+,MI0014075,MI0014075,mmu-mir-669a-11,NA
chr2,miRNA,10501354,10501377,+,MIMAT0003477_9,MIMAT0003477,mmu-miR-669a-5p,MI0014075
chr2,miRNA,10501390,10501412,+,MIMAT0017243_8,MIMAT0017243,mmu-miR-669a-3p,MI0014075
chr2,miRNA_primary_transcript,10503273,10503355,+,MI0014076,MI0014076,mmu-mir-467a-10,NA
chr2,miRNA,10503287,10503308,+,MIMAT0003409_9,MIMAT0003409,mmu-miR-467a-5p,MI0014076
chr2,miRNA,10503322,10503343,+,MIMAT0002108_9,MIMAT0002108,mmu-miR-467a-3p,MI0014076
chr2,miRNA_primary_transcript,10503565,10503645,+,MI0005504,MI0005504,mmu-mir-466b-3,NA
chr2,miRNA,10503574,10503595,+,MIMAT0004875_7,MIMAT0004875,mmu-miR-466b-5p,MI0005504
chr2,miRNA,10503615,10503636,+,MIMAT0004876_7,MIMAT0004876,mmu-miR-466b-3p,MI0005504
chr2,miRNA_primary_transcript,10503791,10503877,+,MI0014077,MI0014077,mmu-mir-669a-12,NA
chr2,miRNA,10503806,10503829,+,MIMAT0003477_10,MIMAT0003477,mmu-miR-669a-5p,MI0014077
chr2,miRNA,10503842,10503864,+,MIMAT0017243_9,MIMAT0017243,mmu-miR-669a-3p,MI0014077
chr2,miRNA_primary_transcript,10505721,10505807,+,MI0006128,MI0006128,mmu-mir-467e,NA
chr2,miRNA,10505731,10505752,+,MIMAT0005293,MIMAT0005293,mmu-miR-467e-5p,MI0006128
chr2,miRNA,10505768,10505789,+,MIMAT0005294,MIMAT0005294,mmu-miR-467e-3p,MI0006128
chr2,miRNA_primary_transcript,10506006,10506094,+,MI0014078,MI0014078,mmu-mir-466p,NA
chr2,miRNA,10506020,10506040,+,MIMAT0014891,MIMAT0014891,mmu-miR-466p-5p,MI0014078
chr2,miRNA,10506059,10506080,+,MIMAT0014892,MIMAT0014892,mmu-miR-466p-3p,MI0014078
chr2,miRNA_primary_transcript,10507630,10507714,+,MI0005513,MI0005513,mmu-mir-467d,NA
chr2,miRNA,10507640,10507661,+,MIMAT0004886,MIMAT0004886,mmu-miR-467d-5p,MI0005513
chr2,miRNA,10507676,10507697,+,MIMAT0004887,MIMAT0004887,mmu-miR-467d-3p,MI0005513
chr2,miRNA_primary_transcript,10507918,10507990,+,MI0002401,MI0002401,mmu-mir-466a,NA
chr2,miRNA,10507928,10507949,+,MIMAT0004759,MIMAT0004759,mmu-miR-466a-5p,MI0002401
chr2,miRNA,10507967,10507989,+,MIMAT0002107,MIMAT0002107,mmu-miR-466a-3p,MI0002401
chr2,miRNA_primary_transcript,10509016,10509113,+,MI0005492,MI0005492,mmu-mir-297c,NA
chr2,miRNA,10509026,10509047,+,MIMAT0004865,MIMAT0004865,mmu-miR-297c-5p,MI0005492
chr2,miRNA,10509065,10509086,+,MIMAT0004866,MIMAT0004866,mmu-miR-297c-3p,MI0005492
chr2,miRNA_primary_transcript,10509296,10509404,+,MI0004673,MI0004673,mmu-mir-669c,NA
chr2,miRNA,10509319,10509340,+,MIMAT0003479,MIMAT0003479,mmu-miR-669c-5p,MI0004673
chr2,miRNA,10509359,10509380,+,MIMAT0017253,MIMAT0017253,mmu-miR-669c-3p,MI0004673
chr2,miRNA_primary_transcript,10510164,10510260,+,MI0004667,MI0004667,mmu-mir-669a-2,NA
chr2,miRNA,10510185,10510208,+,MIMAT0003477_11,MIMAT0003477,mmu-miR-669a-5p,MI0004667
chr2,miRNA,10510221,10510243,+,MIMAT0017243_10,MIMAT0017243,mmu-miR-669a-3p,MI0004667
chr2,miRNA_primary_transcript,10511667,10511775,+,MI0004674,MI0004674,mmu-mir-297b,NA
chr2,miRNA,10511686,10511707,+,MIMAT0003480,MIMAT0003480,mmu-miR-297b-5p,MI0004674
chr2,miRNA,10511723,10511744,+,MIMAT0004827,MIMAT0004827,mmu-miR-297b-3p,MI0004674
chr2,miRNA_primary_transcript,10511967,10512062,+,MI0005546,MI0005546,mmu-mir-466d,NA
chr2,miRNA,10511977,10511998,+,MIMAT0004930,MIMAT0004930,mmu-miR-466d-5p,MI0005546
chr2,miRNA,10512017,10512037,+,MIMAT0004931,MIMAT0004931,mmu-miR-466d-3p,MI0005546
chr2,miRNA_primary_transcript,10512790,10512887,+,MI0009943,MI0009943,mmu-mir-669m-1,NA
chr2,miRNA,10512814,10512836,+,MIMAT0017346,MIMAT0017346,mmu-miR-669m-5p,MI0009943
chr2,miRNA,10512847,10512868,+,MIMAT0009419,MIMAT0009419,mmu-miR-669m-3p,MI0009943
chr2,miRNA_primary_transcript,10513434,10513531,+,MI0009944,MI0009944,mmu-mir-669m-2,NA
chr2,miRNA,10513457,10513479,+,MIMAT0017346_1,MIMAT0017346,mmu-miR-669m-5p,MI0009944
chr2,miRNA,10513490,10513511,+,MIMAT0009419_1,MIMAT0009419,mmu-miR-669m-3p,MI0009944
chr2,miRNA_primary_transcript,10513741,10513834,+,MI0014079,MI0014079,mmu-mir-466n,NA
chr2,miRNA,10513759,10513780,+,MIMAT0014893,MIMAT0014893,mmu-miR-466n-5p,MI0014079
chr2,miRNA,10513798,10513819,+,MIMAT0014894,MIMAT0014894,mmu-miR-466n-3p,MI0014079
chr2,miRNA_primary_transcript,10514300,10514395,+,MI0009945,MI0009945,mmu-mir-669o,NA
chr2,miRNA,10514318,10514340,+,MIMAT0009421,MIMAT0009421,mmu-miR-669o-5p,MI0009945
chr2,miRNA,10514355,10514377,+,MIMAT0017347,MIMAT0017347,mmu-miR-669o-3p,MI0009945
chr2,miRNA_primary_transcript,10514595,10514674,+,MI0005510,MI0005510,mmu-mir-466g,NA
chr2,miRNA,10514642,10514662,+,MIMAT0004883,MIMAT0004883,mmu-miR-466g,MI0005510
chr2,miRNA_primary_transcript,10514891,10514971,+,MI0005511,MI0005511,mmu-mir-466h,NA
chr2,miRNA,10514901,10514922,+,MIMAT0004884,MIMAT0004884,mmu-miR-466h-5p,MI0005511
chr2,miRNA,10514940,10514958,+,MIMAT0017274,MIMAT0017274,mmu-miR-466h-3p,MI0005511
chr2,miRNA_primary_transcript,10515820,10515921,+,MI0005488,MI0005488,mmu-mir-297a-3,NA
chr2,miRNA,10515830,10515851,+,MIMAT0000375_1,MIMAT0000375,mmu-miR-297a-5p,MI0005488
chr2,miRNA,10515869,10515890,+,MIMAT0004864,MIMAT0004864,mmu-miR-297a-3p,MI0005488
chr2,miRNA_primary_transcript,10516097,10516217,+,MI0006278,MI0006278,mmu-mir-466l,NA
chr2,miRNA,10516117,10516138,+,MIMAT0017322,MIMAT0017322,mmu-miR-466l-5p,MI0006278
chr2,miRNA,10516156,10516177,+,MIMAT0005830,MIMAT0005830,mmu-miR-466l-3p,MI0006278
chr2,miRNA_primary_transcript,10517067,10517164,+,MI0005489,MI0005489,mmu-mir-297a-4,NA
chr2,miRNA,10517077,10517098,+,MIMAT0000375_2,MIMAT0000375,mmu-miR-297a-5p,MI0005489
chr2,miRNA,10517116,10517137,+,MIMAT0004864_1,MIMAT0004864,mmu-miR-297a-3p,MI0005489
chr2,miRNA_primary_transcript,10517604,10517730,+,MI0006288,MI0006288,mmu-mir-669i,NA
