"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"mmu00640","Metabolism","Carbohydrate metabolism","mmu00640","Propanoate metabolism - Mus musculus (house mouse)","6/1364","30/7573",0.461275469094878,0.911044805550207,0.808790569289974,"107476/11430/104776/93747/68738/100705",6
"mmu00513","Metabolism","Glycan biosynthesis and metabolism","mmu00513","Various types of N-glycan biosynthesis - Mus musculus (house mouse)","8/1364","41/7573",0.463949562043913,0.911044805550207,0.808790569289974,"17155/17158/15211/269181/14595/320302/68292/208211",8
"mmu05217","Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma - Mus musculus (house mouse)","12/1364","63/7573",0.466114055121926,0.911044805550207,0.808790569289974,"107986/13543/12159/56637/12575/21416/22414/13197/22417/14369/14366/12018",12
"mmu05100","Human Diseases","Infectious disease: bacterial","mmu05100","Bacterial invasion of epithelial cells - Mus musculus (house mouse)","14/1364","74/7573",0.466498846215467,0.911044805550207,0.808790569289974,"19353/234683/242687/19303/14388/13430/12402/78514/12385/103967/18708/52398/330662/12488",14
"mmu04145","Cellular Processes","Transport and catabolism","mmu04145","Phagosome - Mus musculus (house mouse)","29/1364","157/7573",0.472856902690816,0.915662751632312,0.812890204366035,"16414/22154/19353/12491/12317/17969/545486/16784/13424/12330/16416/13039/22143/12266/20288/15239/14130/17533/16409/108664/71693/227613/20778/21898/21825/50909/246256/14131/19349",29
"mmu04540","Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction - Mus musculus (house mouse)","15/1364","80/7573",0.47713751816985,0.915662751632312,0.812890204366035,"14679/22154/545486/432530/210044/104110/22143/18797/15559/16439/21872/15558/227613/18798/16440",15
"mmu04657","Organismal Systems","Immune system","mmu04657","IL-17 signaling pathway - Mus musculus (house mouse)","15/1364","80/7573",0.47713751816985,0.915662751632312,0.812890204366035,"16172/17395/103213/18035/56637/15516/19697/16819/16176/59008/17392/16476/20201/20202/12608",15
"mmu04932","Human Diseases","Endocrine and metabolic disease","mmu04932","Non-alcoholic fatty liver disease - Mus musculus (house mouse)","27/1364","147/7573",0.489079184281615,0.92379195834099,0.820107001697772,"11651/19353/22259/11652/16337/20181/23797/22433/78943/56637/11450/14102/19697/13106/12125/16176/16396/16194/108079/68465/21937/12862/18708/11911/16476/12702/16847",27
"mmu00980","Metabolism","Xenobiotics biodegradation and metabolism","mmu00980","Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse)","12/1364","64/7573",0.489721038156669,0.92379195834099,0.820107001697772,"68312/71755/13078/13106/14859/14863/94284/14862/14870/621603/394432/394435",12
"mmu05204","Human Diseases","Cancer: overview","mmu05204","Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse)","12/1364","64/7573",0.489721038156669,0.92379195834099,0.820107001697772,"68312/13078/226143/13106/14859/20887/14863/94284/14862/14870/394432/394435",12
"mmu00030","Metabolism","Carbohydrate metabolism","mmu00030","Pentose phosphate pathway - Mus musculus (house mouse)","6/1364","31/7573",0.495305546693775,0.929047692103578,0.824772840168047,"56421/14120/21881/100198/66681/14751",6
"mmu04625","Organismal Systems","Immune system","mmu04625","C-type lectin receptor signaling pathway - Mus musculus (house mouse)","20/1364","109/7573",0.502803855267181,0.932574748316783,0.827904025138552,"11651/11652/16706/23797/18035/208650/56620/19697/16176/56619/17474/56760/16439/240354/216799/18018/18708/16440/16476/12051",20
"mmu04670","Organismal Systems","Immune system","mmu04670","Leukocyte transendothelial migration - Mus musculus (house mouse)","20/1364","109/7573",0.502803855267181,0.932574748316783,0.827904025138552,"14679/16414/60363/19353/69524/109711/17969/18803/17395/18613/223864/54354/19303/16409/19354/15894/12385/12741/18708/22350",20
"mmu04151","Environmental Information Processing","Signal transduction","mmu04151","PI3K-Akt signaling pathway - Mus musculus (house mouse)","60/1364","332/7573",0.511665370383557,0.939479905257875,0.834034158123668,"18053/11651/19353/22371/12576/11652/18654/19116/16001/16337/21687/12048/16776/20181/23797/74747/16416/192897/14573/18414/17869/56637/12575/15516/19697/16404/263803/64930/12125/74343/16194/20104/108079/12986/19744/56717/14254/16190/14205/13685/14182/19651/16453/16399/14173/17210/21898/18188/21825/18708/52432/11911/14702/14924/16002/56484/14184/75705/21770/13866",60
"mmu00590","Metabolism","Lipid metabolism","mmu00590","Arachidonic acid metabolism - Mus musculus (house mouse)","12/1364","65/7573",0.513094962908288,0.939479905257875,0.834034158123668,"23887/16993/17001/226143/13106/665270/21391/232889/19224/329502/56351/625249",12
"mmu00053","Metabolism","Carbohydrate metabolism","mmu00053","Ascorbate and aldarate metabolism - Mus musculus (house mouse)","5/1364","26/7573",0.515016092641365,0.939479905257875,0.834034158123668,"56752/11669/94284/394432/394435",5
"mmu00562","Metabolism","Carbohydrate metabolism","mmu00562","Inositol phosphate metabolism - Mus musculus (house mouse)","13/1364","71/7573",0.522573330221447,0.945554067499336,0.839426565947413,"320634/233011/19062/18803/71780/72469/104776/18797/269180/97287/18798/101490/217837",13
"mmu00604","Metabolism","Glycan biosynthesis and metabolism","mmu00604","Glycosphingolipid biosynthesis - ganglio series - Mus musculus (house mouse)","3/1364","15/7573",0.524042013312885,0.945554067499336,0.839426565947413,"20442/15211/20448",3
"mmu03020","Genetic Information Processing","Transcription","mmu03020","RNA polymerase - Mus musculus (house mouse)","6/1364","32/7573",0.528574124687874,0.948576267007428,0.842109558535447,"20017/74414/69870/26939/20021/20019",6
"mmu00230","Metabolism","Nucleotide metabolism","mmu00230","Purine metabolism - Mus musculus (house mouse)","22/1364","123/7573",0.551926996953612,0.985160016067738,0.874587205133059,"18575/11717/432530/237823/210044/104110/14450/22436/23972/76025/18584/18160/66681/110385/23959/75686/18585/12495/14544/23918/18583/18950",22
"mmu00510","Metabolism","Glycan biosynthesis and metabolism","mmu00510","N-Glycan biosynthesis - Mus musculus (house mouse)","9/1364","50/7573",0.558828852972967,0.992145343246122,0.88078851017411,"17155/17158/269181/13481/14595/320302/68292/208211/13480",9
"mmu00260","Metabolism","Amino acid metabolism","mmu00260","Glycine, serine and threonine metabolism - Mus musculus (house mouse)","7/1364","39/7573",0.569584368425168,0.996880693310901,0.884992371994459,"14711/20425/12411/11656/107869/434437/237940",7
"mmu00760","Metabolism","Metabolism of cofactors and vitamins","mmu00760","Nicotinate and nicotinamide metabolism - Mus musculus (house mouse)","7/1364","39/7573",0.569584368425168,0.996880693310901,0.884992371994459,"93759/68646/23959/11761/71724/213043/18950",7
"mmu04980",NA,NA,"mmu04980","Cobalamin transport and metabolism - Mus musculus (house mouse)","3/1364","16/7573",0.570504011232142,0.996880693310901,0.884992371994459,"21452/19300/20841",3
"mmu04810","Cellular Processes","Cell motility","mmu04810","Regulation of actin cytoskeleton - Mus musculus (house mouse)","40/1364","226/7573",0.57724679738357,1,0.887761572606214,"16414/11836/11651/19353/109880/11652/109711/232807/23797/17931/16416/192897/12062/219140/12274/17886/107589/16404/108100/18645/20544/242687/19303/29875/71960/16409/14182/213435/19354/54004/245857/16399/14173/237860/19045/18708/22350/14184/330662/385643",40
"mmu00592","Metabolism","Lipid metabolism","mmu00592","alpha-Linolenic acid metabolism - Mus musculus (house mouse)","4/1364","22/7573",0.578428797595201,1,0.887761572606214,"11430/665270/232889/329502",4
"mmu03440","Genetic Information Processing","Replication and repair","mmu03440","Homologous recombination - Mus musculus (house mouse)","7/1364","40/7573",0.598251228813981,1,0.887761572606214,"68275/18972/21976/20184/19365/67967/18971",7
"mmu04918","Organismal Systems","Endocrine system","mmu04918","Thyroid hormone synthesis - Mus musculus (house mouse)","12/1364","69/7573",0.60290066212418,1,0.887761572606214,"14778/12330/432530/210044/104110/18797/16439/14782/18798/11911/16440/14775",12
"mmu04973","Organismal Systems","Digestive system","mmu04973","Carbohydrate digestion and absorption - Mus musculus (house mouse)","8/1364","46/7573",0.603983035500809,1,0.887761572606214,"11651/11652/23797/18797/15275/18798/18708/11722",8
"mmu04814","Cellular Processes","Cell motility","mmu04814","Motor proteins - Mus musculus (house mouse)","33/1364","189/7573",0.60928869082503,1,0.887761572606214,"360013/22154/56455/545486/13424/17883/16593/17886/22143/432516/69654/21956/21952/16579/59069/71960/22428/69926/17918/338367/227613/56087/270163/16565/330355/140781/17885/544791/21955/74376/668940/100041639/21924",33
"mmu00120","Metabolism","Lipid metabolism","mmu00120","Primary bile acid biosynthesis - Mus musculus (house mouse)","3/1364","17/7573",0.614040341084536,1,0.887761572606214,"93732/104086/12642",3
"mmu00360","Metabolism","Amino acid metabolism","mmu00360","Phenylalanine metabolism - Mus musculus (house mouse)","3/1364","17/7573",0.614040341084536,1,0.887761572606214,"100470/621603/237940",3
"mmu00531","Metabolism","Glycan biosynthesis and metabolism","mmu00531","Glycosaminoglycan degradation - Mus musculus (house mouse)","3/1364","17/7573",0.614040341084536,1,0.887761572606214,"15211/75612/15931",3
"mmu00920","Metabolism","Energy metabolism","mmu00920","Sulfur metabolism - Mus musculus (house mouse)","2/1364","11/7573",0.615697865464102,1,0.887761572606214,"23972/20341",2
"mmu04510","Cellular Processes","Cellular community - eukaryotes","mmu04510","Focal adhesion - Mus musculus (house mouse)","35/1364","201/7573",0.617758270895991,1,0.887761572606214,"11651/19353/22371/109880/11652/18654/16001/109711/16776/232807/23797/17931/16416/192897/64099/56637/107589/286940/16404/12334/19303/14254/14205/213435/11796/19354/16399/107746/21825/19045/18708/16476/70549/330662/13866",35
"mmu03030","Genetic Information Processing","Replication and repair","mmu03030","DNA replication - Mus musculus (house mouse)","6/1364","35/7573",0.622170794887404,1,0.887761572606214,"68275/18972/17217/67967/18971/16881",6
"mmu04925","Organismal Systems","Endocrine system","mmu04925","Aldosterone synthesis and secretion - Mus musculus (house mouse)","16/1364","93/7573",0.623170976802097,1,0.887761572606214,"16890/432530/210044/104110/239556/75292/18797/18160/16439/11606/20778/18798/11911/16440/18754/17200",16
"mmu04217","Cellular Processes","Cell growth and death","mmu04217","Necroptosis - Mus musculus (house mouse)","24/1364","139/7573",0.626073399219065,1,0.887761572606214,"20848/18412/15979/20851/110095/19766/15516/14319/14102/14645/12334/16176/21937/16453/11796/216799/232889/21898/268749/329502/14325/232440/15289/268373",24
"mmu04921","Organismal Systems","Endocrine system","mmu04921","Oxytocin signaling pathway - Mus musculus (house mouse)","25/1364","145/7573",0.630314813894012,1,0.887761572606214,"14679/28240/232807/17931/432530/12299/12295/210044/104110/107589/12575/18797/18160/108079/16439/20190/213435/18018/232889/13629/18798/19045/16440/329502/16476",25
"mmu04020","Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway - Mus musculus (house mouse)","42/1364","242/7573",0.633009318203123,1,0.887761572606214,"233011/18575/94178/18803/54140/432530/53313/72469/12062/210044/14573/104110/239556/107589/18797/15559/12373/18438/14254/16439/20190/11937/110094/14205/14182/213435/252972/18018/15558/14173/269717/18798/66402/16440/11555/58861/15465/14184/20541/56632/13866/21924",42
"mmu04929","Organismal Systems","Endocrine system","mmu04929","GnRH secretion - Mus musculus (house mouse)","10/1364","59/7573",0.637355370672186,1,0.887761572606214,"11651/11652/23797/239556/18797/16439/18798/18708/16440/216869",10
"mmu04970","Organismal Systems","Digestive system","mmu04970","Salivary secretion - Mus musculus (house mouse)","13/1364","77/7573",0.648416189347166,1,0.887761572606214,"432530/210044/104110/20496/18797/20544/16439/18798/16440/11555/17110/17105/11722",13
"mmu00052","Metabolism","Carbohydrate metabolism","mmu00052","Galactose metabolism - Mus musculus (house mouse)","5/1364","30/7573",0.650156172059173,1,0.887761572606214,"56421/14387/14595/66681/15275",5
"mmu00340","Metabolism","Amino acid metabolism","mmu00340","Histidine metabolism - Mus musculus (house mouse)","4/1364","24/7573",0.650889773226651,1,0.887761572606214,"56752/15186/11669/621603",4
"mmu00650","Metabolism","Carbohydrate metabolism","mmu00650","Butanoate metabolism - Mus musculus (house mouse)","4/1364","24/7573",0.650889773226651,1,0.887761572606214,"93747/15360/78894/20216",4
"mmu05170","Human Diseases","Infectious disease: viral","mmu05170","Human immunodeficiency virus 1 infection - Mus musculus (house mouse)","35/1364","204/7573",0.654893823720374,1,0.887761572606214,"14679/11651/19353/12317/11652/12048/80287/18803/23797/18035/19766/72512/13194/14102/19697/56045/21938/56717/19303/26965/16439/21937/72584/16179/99375/17874/18018/19354/21898/18708/16440/14702/16476/12018/266632",35
"mmu05203","Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis - Mus musculus (house mouse)","35/1364","204/7573",0.654893823720374,1,0.887761572606214,"18519/56463/19353/12576/20848/14884/15184/21374/109711/14534/20851/18035/66354/19179/16195/19645/12914/12575/12266/13194/19697/19303/19651/16453/114713/235459/19664/18708/11911/16476/328572/12018/319156/107932/69116",35
"mmu04917","Organismal Systems","Endocrine system","mmu04917","Prolactin signaling pathway - Mus musculus (house mouse)","11/1364","66/7573",0.662096081348353,1,0.887761572606214,"11651/20848/11652/19116/23797/20851/56637/19697/18708/56484/12702",11
"mmu03320","Organismal Systems","Endocrine system","mmu03320","PPAR signaling pathway - Mus musculus (house mouse)","13/1364","78/7573",0.667613633679679,1,0.887761572606214,"22259/57875/57435/12491/20181/11430/93732/11450/20411/104086/15360/26457/11770",13
"mmu05010","Human Diseases","Neurodegenerative disease","mmu05010","Alzheimer disease - Mus musculus (house mouse)","62/1364","359/7573",0.667753593788066,1,0.887761572606214,"11836/22154/11651/19182/109880/11816/59287/11652/16337/19185/21762/19170/545486/22123/69077/17762/23797/19164/11783/22433/78943/53313/13543/19179/16593/213053/27373/56637/22143/93687/14102/16973/19697/18797/20617/70247/12334/226641/16176/26444/22414/19181/56717/74781/16439/21937/50490/57296/11937/12862/227613/22417/56436/18798/228361/14369/76559/18708/11911/16440/14366/68318",62
"mmu04660","Organismal Systems","Immune system","mmu04660","T cell receptor signaling pathway - Mus musculus (house mouse)","20/1364","119/7573",0.671786249536525,1,0.887761572606214,"11651/11652/18803/23797/18035/208650/56637/26410/19697/22637/19264/18761/21682/18036/240354/18018/18708/52432/16476/21770",20
"mmu04972","Organismal Systems","Digestive system","mmu04972","Pancreatic secretion - Mus musculus (house mouse)","16/1364","96/7573",0.675992075427421,1,0.887761572606214,"19353/16535/19340/432530/53313/210044/104110/20496/18797/20544/16439/11937/18798/16440/12722/11722",16
"mmu04622","Organismal Systems","Immune system","mmu04622","RIG-I-like receptor signaling pathway - Mus musculus (house mouse)","9/1364","55/7573",0.679320739523892,1,0.887761572606214,"217069/18035/19766/72512/19697/18036/54644/67664/98999",9
"mmu00010","Metabolism","Carbohydrate metabolism","mmu00010","Glycolysis / Gluconeogenesis - Mus musculus (house mouse)","10/1364","61/7573",0.680713822624749,1,0.887761572606214,"56421/14120/72141/56752/68738/66681/11669/14751/15275/621603",10
"mmu04915","Organismal Systems","Endocrine system","mmu04915","Estrogen signaling pathway - Mus musculus (house mouse)","19/1364","114/7573",0.684233533496769,1,0.887761572606214,"14679/20683/11651/11652/13033/17395/23797/432530/210044/104110/15516/14229/18797/16439/18798/18708/11911/16440/16476",19
"mmu04912","Organismal Systems","Endocrine system","mmu04912","GnRH signaling pathway - Mus musculus (house mouse)","14/1364","85/7573",0.688296081324489,1,0.887761572606214,"17387/432530/26406/210044/104110/18797/18805/16439/232889/18798/11911/16440/329502/16476",14
"mmu00100","Metabolism","Lipid metabolism","mmu00100","Steroid biosynthesis - Mus musculus (house mouse)","3/1364","19/7573",0.691806058569661,1,0.887761572606214,"98386/14137/16889",3
"mmu05012","Human Diseases","Neurodegenerative disease","mmu05012","Parkinson disease - Mus musculus (house mouse)","41/1364","242/7573",0.695809721555871,1,0.887761572606214,"14679/22154/19182/13163/50868/19185/21762/12048/19170/18024/545486/18803/22123/69077/17762/22187/11783/78294/22433/78943/19179/16593/213053/20655/22143/50873/67847/20617/70247/226641/56791/26444/56228/19181/16439/57296/12862/227613/56436/11911/16440",41
"mmu00600","Metabolism","Lipid metabolism","mmu00600","Sphingolipid metabolism - Mus musculus (house mouse)","8/1364","50/7573",0.701067594949065,1,0.887761572606214,"76893/20773/11883/15211/22234/230379/208449/56632",8
"mmu00970","Genetic Information Processing","Translation","mmu00970","Aminoacyl-tRNA biosynthesis - Mus musculus (house mouse)","7/1364","44/7573",0.70205218875751,1,0.887761572606214,"22321/23874/107508/353172/85305/105148/216443",7
"mmu01232","Metabolism","Global and overview maps","mmu01232","Nucleotide metabolism - Mus musculus (house mouse)","13/1364","80/7573",0.70418793900947,1,0.887761572606214,"11717/22271/22436/76025/22171/80914/55936/23959/75686/12495/14544/23918/18950",13
"mmu00983","Metabolism","Xenobiotics biodegradation and metabolism","mmu00983","Drug metabolism - other enzymes - Mus musculus (house mouse)","14/1364","86/7573",0.705606200396726,1,0.887761572606214,"68312/22271/22436/13106/14859/80914/99586/14863/94284/14862/14870/23918/394432/394435",14
"mmu04014","Environmental Information Processing","Signal transduction","mmu04014","Ras signaling pathway - Mus musculus (house mouse)","38/1364","226/7573",0.709212897033051,1,0.887761572606214,"18053/11651/19353/11652/18654/16001/16337/21687/12048/56289/18803/16706/23797/23872/19765/225870/19697/22637/54354/19730/18805/72399/19415/14254/14205/19414/14182/14388/114713/19354/232889/14173/18708/14702/16002/329502/14184/226525",38
"mmu05165","Human Diseases","Infectious disease: viral","mmu05165","Human papillomavirus infection - Mus musculus (house mouse)","55/1364","324/7573",0.712262334857096,1,0.887761572606214,"11651/22371/12576/11652/21374/18132/16776/17305/23797/19164/16416/192897/217325/13543/56217/19179/19645/12914/56637/12575/93687/14102/19697/21416/16404/64930/18128/22414/18129/19744/56717/18762/19303/16848/21937/13685/19651/108664/16399/22417/19664/21825/14369/18708/52432/56458/14924/14366/103806/328572/12018/21770/433586/107932/69116",55
"mmu04022","Environmental Information Processing","Signal transduction","mmu04022","cGMP-PKG signaling pathway - Mus musculus (house mouse)","27/1364","163/7573",0.7173275136499,1,0.887761572606214,"14679/11651/11652/16337/23797/17931/432530/53313/12062/210044/104110/107589/18797/18160/16439/11937/213435/18018/18798/19045/11911/16440/18754/11555/140781/20541/385643",27
"mmu00270","Metabolism","Amino acid metabolism","mmu00270","Cysteine and methionine metabolism - Mus musculus (house mouse)","8/1364","51/7573",0.722760730029803,1,0.887761572606214,"14711/67873/12411/100470/269378/14630/107869/229905",8
"mmu04916","Organismal Systems","Endocrine system","mmu04916","Melanogenesis - Mus musculus (house mouse)","16/1364","99/7573",0.724436076168239,1,0.887761572606214,"14679/432530/13543/13614/210044/104110/12914/56637/18797/21416/22414/22417/18798/14369/14366/328572",16
"mmu04060","Environmental Information Processing","Signaling molecules and interaction","mmu04060","Cytokine-cytokine receptor interaction - Mus musculus (house mouse)","40/1364","240/7573",0.734311031314199,1,0.887761572606214,"18053/16172/19116/50930/21812/16164/20305/20308/15979/16195/12159/18414/55985/20300/14102/12768/16174/16177/16178/17700/12765/16176/16194/21938/12986/22163/57349/21937/16190/21813/245527/16324/100532/11480/12167/16847/29820/11481/12983/12984",40
"mmu04110","Cellular Processes","Cell growth and death","mmu04110","Cell cycle - Mus musculus (house mouse)","25/1364","153/7573",0.737912000451517,1,0.887761572606214,"12576/104394/52717/217232/19645/71175/19357/17869/12914/17217/56637/12575/17128/20843/12531/59008/26965/19651/74549/211586/229776/13197/20842/328572/21770",25
"mmu04924","Organismal Systems","Endocrine system","mmu04924","Renin secretion - Mus musculus (house mouse)","11/1364","70/7573",0.738693654762635,1,0.887761572606214,"14679/18575/13614/18797/18160/16439/11606/18798/16440/11555/12722",11
"mmu05016","Human Diseases","Neurodegenerative disease","mmu05016","Huntington disease - Mus musculus (house mouse)","47/1364","281/7573",0.739349630419081,1,0.887761572606214,"20683/22154/170770/19182/20512/19185/21762/21374/19170/545486/22123/69077/14778/11783/78943/19179/16593/12914/20655/22143/18797/69654/70247/26444/19181/56717/19712/74781/57296/12862/22428/20021/69926/71770/227613/21817/56087/56436/228980/18798/215114/228361/76559/330355/328572/18181/14775",47
"mmu00062","Metabolism","Lipid metabolism","mmu00062","Fatty acid elongation - Mus musculus (house mouse)","4/1364","27/7573",0.742978429235297,1,0.887761572606214,"171210/93747/106529/26897",4
"mmu04640","Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage - Mus musculus (house mouse)","14/1364","89/7573",0.753921493375617,1,0.887761572606214,"12491/12489/16416/16177/16178/16176/16194/12986/16190/16409/16399/16790/14729/14934",14
"mmu04726","Organismal Systems","Nervous system","mmu04726","Serotonergic synapse - Mus musculus (house mouse)","17/1364","107/7573",0.75448571733364,1,0.887761572606214,"14679/11836/109880/15567/223864/18797/226143/15559/16439/232889/15558/18798/16440/14702/19224/329502/56448",17
"mmu05145","Human Diseases","Infectious disease: parasitic","mmu05145","Toxoplasmosis - Mus musculus (house mouse)","17/1364","107/7573",0.75448571733364,1,0.887761572606214,"14679/11651/20848/11652/12048/16776/23797/15979/18035/19697/21937/18036/16179/11796/17874/21898/266632",17
"mmu00770","Metabolism","Metabolism of cofactors and vitamins","mmu00770","Pantothenate and CoA biosynthesis - Mus musculus (house mouse)","3/1364","21/7573",0.757136260335894,1,0.887761572606214,"246277/11669/99586",3
"mmu03060","Genetic Information Processing","Folding, sorting and degradation","mmu03060","Protein export - Mus musculus (house mouse)","5/1364","34/7573",0.758723170239293,1,0.887761572606214,"140740/217337/224727/69276/67398",5
"mmu04061","Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor - Mus musculus (house mouse)","13/1364","84/7573",0.769564931031717,1,0.887761572606214,"50930/20305/20308/16195/55985/20300/12768/16174/12765/16194/21938/57349/21937",13
"mmu05032","Human Diseases","Substance dependence","mmu05032","Morphine addiction - Mus musculus (house mouse)","13/1364","84/7573",0.769564931031717,1,0.887761572606214,"14679/18575/432530/210044/104110/14409/18584/14408/14404/110385/14702/216869/18583",13
"mmu00240","Metabolism","Nucleotide metabolism","mmu00240","Pyrimidine metabolism - Mus musculus (house mouse)","8/1364","54/7573",0.781334091210069,1,0.887761572606214,"22271/76025/22171/80914/55936/23959/99586/12495",8
"mmu04713","Organismal Systems","Environmental adaptation","mmu04713","Circadian entrainment - Mus musculus (house mouse)","14/1364","91/7573",0.78303417344978,1,0.887761572606214,"14679/432530/18626/210044/104110/239556/18797/20190/70729/18798/16440/14702/19416/18627",14
"mmu04260","Organismal Systems","Circulatory system","mmu04260","Cardiac muscle contraction - Mus musculus (house mouse)","12/1364","79/7573",0.785851044176882,1,0.887761572606214,"12299/53313/12295/21956/12373/59069/20544/11937/12862/140781/20541/21924",12
"mmu00620","Metabolism","Carbohydrate metabolism","mmu00620","Pyruvate metabolism - Mus musculus (house mouse)","6/1364","42/7573",0.79330629844283,1,0.887761572606214,"107476/18563/56752/68738/11669/100705",6
"mmu04725","Organismal Systems","Nervous system","mmu04725","Cholinergic synapse - Mus musculus (house mouse)","16/1364","104/7573",0.794501007375843,1,0.887761572606214,"14679/11651/11652/16535/16536/23797/432530/210044/104110/18797/16439/18798/18708/11911/16440/14702",16
"mmu04024","Environmental Information Processing","Signal transduction","mmu04024","cAMP signaling pathway - Mus musculus (house mouse)","33/1364","206/7573",0.799833172100703,1,0.887761572606214,"14679/11651/19353/109880/16890/11652/23797/17931/432530/11430/53313/18035/13614/210044/104110/223864/12914/19697/18805/18160/20544/11937/110385/239273/18018/19354/18166/19045/18708/17200/11555/16476/328572",33
"mmu00051","Metabolism","Carbohydrate metabolism","mmu00051","Fructose and mannose metabolism - Mus musculus (house mouse)","5/1364","36/7573",0.802544714859779,1,0.887761572606214,"56421/14120/22122/170768/15275",5
"mmu00591","Metabolism","Lipid metabolism","mmu00591","Linoleic acid metabolism - Mus musculus (house mouse)","5/1364","36/7573",0.802544714859779,1,0.887761572606214,"226143/13106/665270/232889/329502",5
"mmu05146","Human Diseases","Infectious disease: parasitic","mmu05146","Amoebiasis - Mus musculus (house mouse)","14/1364","93/7573",0.809651977647668,1,0.887761572606214,"16414/109711/16776/432530/19697/18797/16177/16178/16176/16409/21898/18798/18708/19349",14
"mmu04962","Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption - Mus musculus (house mouse)","6/1364","43/7573",0.81202819274471,1,0.887761572606214,"56455/13424/192662/69654/22428/19326",6
"mmu00630","Metabolism","Carbohydrate metabolism","mmu00630","Glyoxylate and dicarboxylate metabolism - Mus musculus (house mouse)","4/1364","30/7573",0.815319954176141,1,0.887761572606214,"20425/14645/68738/434437",4
"mmu01250","Metabolism","Global and overview maps","mmu01250","Biosynthesis of nucleotide sugars - Mus musculus (house mouse)","5/1364","37/7573",0.821967805306944,1,0.887761572606214,"12763/22122/66681/14751/15275",5
"mmu04664","Organismal Systems","Immune system","mmu04664","Fc epsilon RI signaling pathway - Mus musculus (house mouse)","9/1364","63/7573",0.824857161690385,1,0.887761572606214,"11651/19353/11652/18803/23797/19354/232889/18708/329502",9
"mmu00565","Metabolism","Lipid metabolism","mmu00565","Ether lipid metabolism - Mus musculus (house mouse)","6/1364","44/7573",0.829392824953215,1,0.887761572606214,"18475/18807/18805/665270/232889/329502",6
"mmu00534","Metabolism","Glycan biosynthesis and metabolism","mmu00534","Glycosaminoglycan biosynthesis - heparan sulfate / heparin - Mus musculus (house mouse)","3/1364","24/7573",0.833641406014979,1,0.887761572606214,"14043/17423/50785",3
"mmu03460","Genetic Information Processing","Replication and repair","mmu03460","Fanconi anemia pathway - Mus musculus (house mouse)","7/1364","51/7573",0.837012646293943,1,0.887761572606214,"68275/13870/19714/21976/235610/67561/52864",7
"mmu00511","Metabolism","Glycan biosynthesis and metabolism","mmu00511","Other glycan degradation - Mus musculus (house mouse)","2/1364","17/7573",0.838466605323636,1,0.887761572606214,"15211/73744",2
"mmu00040","Metabolism","Carbohydrate metabolism","mmu00040","Pentose and glucuronate interconversions - Mus musculus (house mouse)","4/1364","32/7573",0.853578679347535,1,0.887761572606214,"71755/94284/394432/394435",4
"mmu01040","Metabolism","Lipid metabolism","mmu01040","Biosynthesis of unsaturated fatty acids - Mus musculus (house mouse)","4/1364","32/7573",0.853578679347535,1,0.887761572606214,"11430/171210/106529/26897",4
"mmu05415","Human Diseases","Cardiovascular disease","mmu05415","Diabetic cardiomyopathy - Mus musculus (house mouse)","29/1364","189/7573",0.856685709639165,1,0.887761572606214,"20683/11651/19353/12491/11652/16337/21812/13033/17969/17395/27273/23797/53313/56637/19697/18797/56717/18762/11937/12862/14782/11606/21813/210789/19354/18604/18798/19045/18708",29
"mmu04721","Organismal Systems","Nervous system","mmu04721","Synaptic vesicle cycle - Mus musculus (house mouse)","10/1364","72/7573",0.858928831522514,1,0.887761572606214,"20512/108124/15567/20510/22249/13430/108664/71770/103967/20908",10
"mmu00071","Metabolism","Lipid metabolism","mmu00071","Fatty acid degradation - Mus musculus (house mouse)","6/1364","46/7573",0.860255837681002,1,0.887761572606214,"11430/23986/93747/56752/11669/66885",6
"mmu04724","Organismal Systems","Nervous system","mmu04724","Glutamatergic synapse - Mus musculus (house mouse)","16/1364","110/7573",0.860720336349482,1,0.887761572606214,"14679/20512/432530/210044/104110/58234/20510/18797/14645/18805/16439/232889/18798/16440/14702/329502",16
"mmu00061","Metabolism","Lipid metabolism","mmu00061","Fatty acid biosynthesis - Mus musculus (house mouse)","2/1364","18/7573",0.861463168993187,1,0.887761572606214,"107476/100705",2
"mmu00785","Metabolism","Metabolism of cofactors and vitamins","mmu00785","Lipoic acid metabolism - Mus musculus (house mouse)","2/1364","18/7573",0.861463168993187,1,0.887761572606214,"209692/434437",2
"mmu03266","Genetic Information Processing","Information processing in viruses","mmu03266","Virion - Herpesvirus - Mus musculus (house mouse)","1/1364","10/7573",0.862921424161911,1,0.887761572606214,"16416",1
